,population
GUANACASTE|CARRILLO|SANTA RITA,514
CARTAGO|PARAISO|PURISIL,209
ALAJUELA|LOS CHILES|ARCO IRIS,92
PUNTARENAS|MONTES DE ORO|TAJO ALTO (PARTE SUR),148
GUANACASTE|TILARAN|LIBANO,352
CARTAGO|OREAMUNO|SAN PABLO,613
GUANACASTE|ABANGARES|CAÑITAS,315
PUNTARENAS|CENTRAL|VAINILLA,86
ALAJUELA|SAN CARLOS|AGUA AZUL,140
CONSULADO|PARAGUAY|ASUNCION,38
GUANACASTE|LIBERIA|SANTA MARIA,63
GUANACASTE|NICOYA|ACOYAPA,312
CARTAGO|JIMENEZ|LOS ALPES,471
GUANACASTE|LA CRUZ|CAOBA,479
GUANACASTE|LA CRUZ|COPALCHI,370
CONSULADO|JAMAICA|KINGSTON JAMAICA,16
PUNTARENAS|GOLFITO|UNION DE COTO NORTE,61
ALAJUELA|LOS CHILES|COBANO,120
CARTAGO|TURRIALBA|EL TORITO (PARTE ESTE),160
GUANACASTE|TILARAN|SILENCIO,110
PUNTARENAS|GOLFITO|GUAYMI DE BURICA,260
GUANACASTE|NICOYA|EL CAÑAL,169
GUANACASTE|NICOYA|EL FLOR (ROJAS),178
CONSULADO|SINGAPUR|SINGAPUR,49
GUANACASTE|ABANGARES|ALTO CEBADILLA,111
GUANACASTE|NICOYA|SAN FERNANDO,383
ALAJUELA|GUATUSO|CABANGA DE COTE (PUEBLO NUEVO),540
GUANACASTE|NANDAYURE|TACANIS,94
CONSULADO|KENIA|NAIROBI,8
ALAJUELA|UPALA|BETANIA,356
GUANACASTE|BAGACES|LLANOS DE CORTES,285
CONSULADO|QATAR|DOHA,47
GUANACASTE|NANDAYURE|SAN RAMON,163
PUNTARENAS|CENTRAL|GIGANTE,58
CONSULADO|TURQUIA|ANKARA,8
GUANACASTE|HOJANCHA|ARBOLITOS (SANTA MARTA),270
PUNTARENAS|GOLFITO|LA PEÑA DE BURICA,226
ALAJUELA|ZARCERO|GUADALUPE,151
GUANACASTE|BAGACES|RIO CHIQUITO,173
PUNTARENAS|CORREDORES|VEGAS DEL RIO LA VACA NIBIRIBOTDA,244
GUANACASTE|ABANGARES|BARRIO JESUS,149
GUANACASTE|HOJANCHA|LA MARAVILLA,266
GUANACASTE|LA CRUZ|EL PORVENIR (SANTA ROGELIA),149
ALAJUELA|UPALA|BRASILIA,503
CARTAGO|TURRIALBA|CALLE VARGAS,267
CARTAGO|TURRIALBA|TSIPIRI (QUEBRADA PLATANILLO),562
GUANACASTE|LIBERIA|CAI. CALLE REAL (MODULO D1-D2),227
ALAJUELA|SAN RAMON|ZAPOTAL PARTE ESTE,41
CARTAGO|PARAISO|SAN MIGUEL O HAMACA (PARTE OESTE),80
CARTAGO|PARAISO|ALTO DE ARAYA,282
GUANACASTE|NICOYA|CUESTA GRANDE,217
PUNTARENAS|CENTRAL|BAJO CALIENTE (PARTE OESTE),185
PUNTARENAS|CENTRAL|BAJO NEGRO,102
PUNTARENAS|CENTRAL|CAI. 26 DE JULIO (INDICIADOS),103
GUANACASTE|CAÑAS|EL VERGEL,116
GUANACASTE|NICOYA|LA VIRGINIA DE GAMALOTAL,440
CARTAGO|OREAMUNO|SAN GERARDO NORTE DEL IRAZU,88
GUANACASTE|TILARAN|SOLANIA,214
ALAJUELA|UPALA|AMERICA,462
HEREDIA|SARAPIQUI|PANGOLA O SAN JUAN,220
GUANACASTE|TILARAN|AGUACATE (PARTE OESTE),104
CARTAGO|PARAISO|SAN JERONIMO O GUATUSO,408
GUANACASTE|NICOYA|JUNTAS,75
GUANACASTE|LA CRUZ|LA VIRGEN,224
GUANACASTE|LIBERIA|RODEITO,245
ALAJUELA|SAN CARLOS|SAN VICENTE,289
ALAJUELA|SAN RAMON|CARRERA BUENA,103
CARTAGO|TURRIALBA|QUETZAL,392
CONSULADO|COREA|SEUL,56
ALAJUELA|UPALA|DOS RIOS O COLONIA MAYORGA,785
ALAJUELA|ZARCERO|SAN JUAN DE LAJAS,158
PUNTARENAS|CENTRAL|CHAPERNAL,96
CARTAGO|ALVARADO|LLANO GRANDE,357
CARTAGO|TURRIALBA|LAS VIRTUDES,144
GUANACASTE|LA CRUZ|JOBO (COLONIA GIL TABLADA),525
ALAJUELA|ZARCERO|LEGUA,365
ALAJUELA|SAN CARLOS|SAN CRISTOBAL,102
GUANACASTE|BAGACES|AGUA CALIENTE,311
GUANACASTE|LA CRUZ|GUAPINOL,162
CONSULADO|CHINA|SHANGHAI,46
PUNTARENAS|CENTRAL|PITAHAYA,416
LIMON|TALAMANCA|SEPEQUE,1238
GUANACASTE|TILARAN|RIO CHIQUITO,68
ALAJUELA|SAN CARLOS|LA VIEJA,162
PUNTARENAS|CENTRAL|EL BALSO,49
ALAJUELA|GUATUSO|TONJIBE,325
CARTAGO|TURRIALBA|ALTO VARAL,233
LIMON|GUACIMO|OJO DE AGUA O SAN GDO (DESTIERRO),47
ALAJUELA|UPALA|SAN JORGE O RIO NEGRO,816
ALAJUELA|LOS CHILES|LAS NUBES,344
GUANACASTE|HOJANCHA|PITA RAYADA,161
GUANACASTE|ABANGARES|LOS ANGELES (PORTONES),43
GUANACASTE|HOJANCHA|CUESTA ROJA,143
PUNTARENAS|CENTRAL|SAN LUIS DE MONTEVERDE,347
GUANACASTE|CARRILLO|ALTOS DEL ROBLE,64
HEREDIA|SAN ISIDRO|CAI. SAN ISIDRO JUVENIL ZURQUI,17
ALAJUELA|SAN RAMON|EL CASTILLO,241
ALAJUELA|SAN CARLOS|CHAMBACU DE MONTERREY,153
GUANACASTE|NICOYA|MAQUENCO,205
ALAJUELA|SAN CARLOS|MORAVIA,214
ALAJUELA|UPALA|NAZARETH,329
GUANACASTE|TILARAN|SAN JOSE,100
PUNTARENAS|CENTRAL|CORAZON DE JESUS (ARANCIBIA NORTE),169
GUANACASTE|BAGACES|CUIPILAPA,76
LIMON|TALAMANCA|KATSI,740
ALAJUELA|UPALA|BIRMANIA,268
PUNTARENAS|CENTRAL|SANTA ROSA,124
ALAJUELA|CENTRAL|CAI. CENT. NAC. DE ATENCION ESPEC.,26
PUNTARENAS|CENTRAL|JUAN DE LEON,97
ALAJUELA|LOS CHILES|LA UNION,226
GUANACASTE|NANDAYURE|LOS ANGELES,344
ALAJUELA|GUATUSO|PATASTE,352
GUANACASTE|TILARAN|HLE. TILARAN,22
LIMON|CENTRAL|LOMA LINDA,53
ALAJUELA|UPALA|EL SALTO,195
LIMON|SIQUIRRES|SAN JOSE O BAJOS DE PASCUA(ESTAC),83
LIMON|TALAMANCA|YORKIN,259
GUANACASTE|NICOYA|SILENCIO,97
CONSULADO|INDONESIA|YAKARTA,6
GUANACASTE|ABANGARES|EL DOS DE ABANGARES (BAJO CHARIO),187
ALAJUELA|LOS CHILES|SANTA ELENA DE ISLA CHICA,171
HEREDIA|SARAPIQUI|ANGELES DE RIO SARAPIQUI,189
CARTAGO|TURRIALBA|ALTO PACUARE ARRIBA (DUCLAC),271
GUANACASTE|HOJANCHA|LAJAS,169
ALAJUELA|UPALA|CARTAGOS SUR,143
PUNTARENAS|CENTRAL|OJO DE AGUA,135
PUNTARENAS|ESPARZA|PEÑA BLANCA,129
GUANACASTE|ABANGARES|TORNOS,172
GUANACASTE|NICOYA|EL ROBLAR,134
LIMON|CENTRAL|GAVILAN (SHICALARBATA),939
ALAJUELA|GUATUSO|MONICO,164
ALAJUELA|SAN CARLOS|MONTELIMAR,91
LIMON|CENTRAL|JAKKUE (SITIO HILDA PARTE ESTE),67
ALAJUELA|SAN CARLOS|GUARIA DE POCOSOL,318
GUANACASTE|NICOYA|RIO MONTAÑA,65
LIMON|TALAMANCA|BAJO TELIRE (BAJO BLEY),251
LIMON|CENTRAL|SINOLI,260
GUANACASTE|SANTA CRUZ|EL SOCORRO,151
GUANACASTE|NICOYA|LA ESPERANZA NORTE O DE JUAN DIAZ,232
ALAJUELA|ZARCERO|ANATERI,70
LIMON|TALAMANCA|COROMA (COLOQCHA),404
GUANACASTE|LA CRUZ|LOS ANDES,124
LIMON|SIQUIRRES|SAN ISIDRO O ALTOS DE PASCUA,85
GUANACASTE|SANTA CRUZ|PALMARES,39
PUNTARENAS|ESPARZA|MESETAS ABAJO,69
GUANACASTE|NICOYA|MONTE GALAN,125
GUANACASTE|NICOYA|NARANJAL,255
ALAJUELA|LOS CHILES|LA URRACA,165
LIMON|CENTRAL|ALTO CWEN,509
LIMON|CENTRAL|XIQIARI,620
ALAJUELA|UPALA|PATA DE GALLO (PARTE NORTE),48
HEREDIA|SARAPIQUI|SANTA DELIA,58
PUNTARENAS|MONTES DE ORO|RIO SECO,74
CARTAGO|TURRIALBA|JACBATA (CERRO AZUL),39
ALAJUELA|CENTRAL|CAI. ADULTO JOVEN,129
GUANACASTE|NICOYA|CONCEPCION DE PLATANILLO,62
PUNTARENAS|CENTRAL|SAN RAFAEL DE ACAPULCO,47
PUNTARENAS|BUENOS AIRES|CAÑO BRAVO,172
GUANACASTE|NICOYA|CERRO NEGRO,104
GUANACASTE|SANTA CRUZ|RIO TABACO ARRIBA,91
PUNTARENAS|GOLFITO|ALTO CONTE (MOLO DUBTDO),361
GUANACASTE|NICOYA|EL JOBO NORTE,179
GUANACASTE|LA CRUZ|BELICE,163
LIMON|CENTRAL|ALMIRANTE,472
CARTAGO|TURRIALBA|NIMARI-ÑAC (RIO PEJE),226
CARTAGO|TURRIALBA|BOLORI ÑAC (CAPILLA UNO),368
LIMON|MATINA|PALMERA (CATSAQIBI),342
GUANACASTE|NICOYA|PILAS BLANCAS,58
ALAJUELA|SAN CARLOS|SAN MIGUEL O LIMBO,105
GUANACASTE|BAGACES|SAN ISIDRO DE LIMONAL,117
GUANACASTE|LIBERIA|LAS LILAS,132
PUNTARENAS|CENTRAL|CUAJINIQUIL,46
GUANACASTE|SANTA CRUZ|JAZMINAL,48
CARTAGO|TURRIALBA|NAMALDI,119
LIMON|TALAMANCA|ALTO TELIRE (BAJO PIEDRA MESA ),275
CARTAGO|TURRIALBA|JAKI (CAPILLA DOS CHIRRIPO ARRIBA),419
CARTAGO|TURRIALBA|JAMO (SITIO HILDA PARTE OESTE),78
CARTAGO|TURRIALBA|ALTO PACUARE ABAJO (JEKUI),128
GUANACASTE|NICOYA|HLE. SAN BLAS,22
GUANACASTE|SANTA CRUZ|VISTAMAR (CENIZOSA),38
